0.000045,0
0.000056,0
0.000071,0
0.000089,18
0.000112,24
0.000141,1
0.000178,8
0.000224,5
0.000282,2
0.000355,0
0.000447,0
0.000562,0
0.000708,0
0.000891,0
0.001122,0
0.001413,0
0.001778,12
0.002239,21
0.002818,0
0.003548,0
