0.000045,0
0.000056,0
0.000071,0
0.000089,10
0.000112,10
0.000141,0
0.000178,2
0.000224,2
0.000282,0
0.000355,0
0.000447,0
0.000562,0
0.000708,0
0.000891,2
0.001122,4
0.001413,0
0.001778,17
0.002239,20
0.002818,0
0.003548,0
0.004467,2
0.005623,0
0.007079,0
0.008913,10
0.011220,0
